path,ext,size,sha,status,chars,duplicate_of,note
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/L’istituto del silenzio assenso “orizzontale” per il rilascio dell’autorizzazione paesaggistica.docx,.docx,19171,86dd4b24077d,converted,7523,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/L’uso diffuso della SCIA per l’installazione dei mezzi pubblicitari.docx,.docx,18203,bcce722360e5,converted,9663,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/MASTER SOLE 24 CRISTINA_ 2024 rev Alessandro.docx,.docx,23707,75d0ef1bf8d0,converted,7008,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/MONOGRAFIA L’attività di accertamento per le diffusioni pubblicitarie e per le occupazioni di suolo pubblico MERCIARI ALESSANDRO.docx,.docx,228785,912510bbee68,converted,450691,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/MONOGRAFIA L’attività di accertamento per le diffusioni pubblicitarie e per le occupazioni di suolo pubblico.docx,.docx,175108,a9b3135a3643,converted,343563,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Modello 1 verbale di accertamento o contestazione definito in sede di rilevazione.docx,.docx,16157,1023b891596d,converted,1484,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Modello 2 verbale di accertamento o contestazione completato in ufficio.docx,.docx,17890,6028ab34d138,converted,1502,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Monografia Le questioni ancora irrisolte della disciplina CUP e la mancata riorganizzazione delle procedure gestionali.docx,.docx,15398,c2faf3cda677,converted,483,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Nessuno vuole pagare il CUP per i servizi di telecomunicazione.docx,.docx,17182,f15067101597,converted,4826,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Non è possibile chiedere il pagamento del canone per occupazioni o esposizioni senza un titolo amministrativo valido.docx,.docx,17161,a3480d4e2b85,converted,5499,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Non sono esenti i messaggi affissi sui carrelli della spesa nei supermercati.docx,.docx,16634,67fd57cafa5b,converted,5496,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Nuovo Documento di Microsoft Word.docx,.docx,0,e3b0c44298fc,duplicate,0,Memorie passate + template/CONTENZIOSO_Maria_Rosa/TELEFONIA/AGCOM RELAZIONE ANNUALE 2024.pdf,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Occupazioni temporanee con scavi per la manutenzione e la posa delle reti.docx,.docx,15815,2c0dc01bed06,converted,5135,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/PARERE CONSIGLIO DI STATO SUL CORRETTO CANONE DA APPLICARE ALLE ANTENNE.docx,.docx,19372,fa373ebd89df,converted,10027,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/PRESENTAZIONE MONOGRAFIA L’attività di accertamento per le diffusioni pubblicitarie e per le occupazioni di suolo pubblico.docx,.docx,14330,d342437c545e,converted,1335,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/PROCEDURA PER RIMOZIONE IMPIANTO PUBBLICITARIO ABUSIVO.docx,.docx,28903,2a2ac6cd7286,converted,18628,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Per il Dipartimento del MEF il gettito CUP sarebbe immodificabile - NT+.docx,.docx,22399,933adf5b359d,converted,11276,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Per il TAR il canone mercatale non si applica a fiere e sagre.docx,.docx,17927,d118c8801b23,converted,6852,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Perché il Legislatore ha mantenuto nel comma 831 della Legge 1602019 l’ipotesi di soggettività passiva in via mediata per i servizi di rete.docx,.docx,19722,35fceef428da,converted,9467,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Presunte semplificazioni in materia di canone patrimoniale di concessione.docx,.docx,18963,b4f52bf56c05,converted,8600,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Q31 Canone mercatale - Rimborsi e correzione del regolamento.docx,.docx,166303,c36c623da5e7,converted,12420,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO COMMA 583 LEGGE FINANZIARIA 2026.docx,.docx,18580,ced5e6e63304,converted,7922,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO CRISTINA ACQUEDOTTO PUGLIESE 2.docx,.docx,16699,11de8b1cd339,converted,5090,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO OCCUPAZIONE DITTA CHE ESEGUE LAVORI A PALAZZO MUNICIPALE.docx,.docx,16509,24b826df5636,converted,5616,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO PIATTAFORMA 10 LUGLIO 2024.docx,.docx,17980,e2a58bd7ec28,converted,7161,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO PIATTAFORMA SERVIZIO IDRICO.docx,.docx,18337,eaf01b5a403a,converted,7910,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO PIATTAFORMA SMART24.docx,.docx,15686,5a89414377dc,converted,2619,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/QUESITO SMART24 RISTORO RIMBORSI SISMA.docx,.docx,15061,6bf7b9c3aa90,converted,3054,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Quesito sulla scadenza delle autorizzazioni per i  passi carrabili.docx,.docx,16352,8f0d64696a3c,converted,3365,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/RFI non è esente dal pagamento del CUP.docx,.docx,19889,c2f0fb5ab746,converted,10929,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/RIGETTO MEDIAZIONE ZELIG VIAGGI.docx,.docx,15519,b6605beb6928,converted,4188,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/RISPOSTA PER CRISTINA.docx,.docx,16335,c90bb93ffdad,converted,6524,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Risposta al quesito STEP.docx,.docx,19248,77114c353f1e,converted,7115,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Rivalutazione istat anche per la tariffa a forfait.docx,.docx,14805,c361b2433e0b,converted,3670,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/SENTENZA N.8846 DEL 10.10.23 CONSIGLIO DI STATO.docx,.docx,19780,193edf91969a,converted,10952,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/SENTENZA TAR PER LA LOMBARDIA IN MATERIA DI CANONE UNICO - PARTE 1.docx,.docx,17573,1624088541ff,converted,9101,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/SENTENZA TAR PER LA LOMBARDIA IN MATERIA DI CANONE UNICO - PARTE 2.docx,.docx,18166,c3373932fc2b,converted,9355,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/SOGGETTIVITA_ PASSIVA MEDIATA.docx,.docx,19681,b43af2472b91,converted,9533,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Saranno le Sezioni Unite della Cassazione a dire se il presupposto pubblicitario del CUP ha natura tributaria.docx,.docx,20746,553c261a1376,converted,10013,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Stop agli inviti di pagamento per le occupazioni e i mezzi pubblicitari non in regola.docx,.docx,16514,64627962fa3a,converted,4454,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Sul canone per i servizi di rete è urgente un intervento del Ministero delle Finanze.docx,.docx,20783,c4023466f1ce,converted,9569,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/TAR NAPOLI CONCESSIONI.docx,.docx,38753,4004e35ede23,converted,46174,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Telecomunicazioni e infrastrutture nell’era dell’interconnessione. La controversia tra canone fisso e canone libero.docx,.docx,18657,11cbcf888948,converted,12553,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/UNA NUOVA SENTENZA SULLA SOGGETTIVITA_ PASSIVA IN VIA MEDIATA.docx,.docx,15082,4eb7cf8f5aba,converted,4699,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Ulteriori esenzioni CUP subordinate alle coperture di bilancio.docx,.docx,14091,1e7b915492b2,converted,408,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/Uno strumento per valorizzare e governare il proprio territorio.docx,.docx,19020,2dbc89675c4d,converted,8413,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/VIADOTTI AUTOSTRADALI PAGANO IL CANONE UNICO.docx,.docx,14176,c8066aec9a8a,converted,2158,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/a chi applicare l_esenzione per le insegne esposte presso i cantieri.docx,.docx,17654,d7ccbef6014a,converted,5800,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/adeguamento ISTAT delle tariffe per antenne e servizi di rete.docx,.docx,16918,8cac2e734ffc,converted,4670,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/adeguamento istat tariffa CUP società di erogazione servizi di rete.docx,.docx,14373,61891ebd09ab,converted,2265,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/alcuni aspetti di interesse da valutare durante il prossimo periodo elettorale.docx,.docx,19805,ddee6d090d07,converted,11461,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/ancora una sentenza sulla corretta tariffa CUP per le antenne di telefonia.docx,.docx,17626,43ba12d623fa,converted,8720,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/arrotondamento superfici imponibili CUP.docx,.docx,15533,7e8db753a4aa,converted,5188,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/articolo propaganda elettorale.docx,.docx,15873,06b7ea5eafa8,converted,3466,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/articolo su abusivismo.docx,.docx,22649,150d794a8e5c,converted,10961,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/articolo sul presupposto suolo pubblico.docx,.docx,13835,f0596dbe3293,converted,3746,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/c_è ancora molto da fare sulla gestione del CUP.docx,.docx,16531,bfbe0fcb567b,converted,5491,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/calcolo antenne.docx,.docx,14443,4a80443f7f9f,converted,3867,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/cambia la procedura di autorizzazione per i mezzi pubblicitari.docx,.docx,20278,7ed1dfa59b5e,converted,8795,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/canoni relativi a prestazioni di servizi. il canone di polizia idraulica.docx,.docx,15603,76ee6c72564a,converted,2739,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/chi deve versare il canone per l’installazione di antenne e ripetitori.docx,.docx,17238,804d6ae0bb9a,converted,6288,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/chi pagherà il CUP per le 20 milioni di utenze del servizio di telecomunicazione.docx,.docx,17556,d91628e614b6,converted,5638,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come calcolare l’adeguamento ISTAT delle tariffe CUP.docx,.docx,18005,e9d4f38c8cc2,converted,3880,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come cambia il CUP per il servizio di telefonia.docx,.docx,18792,a3058f2221dc,converted,7406,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come costruire la giusta tariffa CUP - Il caso dei Passi Carrabili.docx,.docx,23340,2f5f4ad9a0e1,converted,14852,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come costruire la giusta tariffa CUP - Il caso delle Pubbliche Affissioni.docx,.docx,19033,c25ca9a2d84f,converted,10168,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come costruire la giusta tariffa CUP.docx,.docx,16766,5f792754b3b5,converted,7650,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/come riconoscere un_insegna d_esercizio.docx,.docx,18198,9e44c87f9f19,converted,9507,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/condutture idriche per terreni agricoli.docx,.docx,15167,f395c9ee03d2,converted,5305,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/corretto applicare il CUP alle occupazioni su aree private ad uso pubblico.docx,.docx,14722,d5350c6c0215,converted,4307,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/cos_è la soggettività passiva in via mediata e quando si applica.docx,.docx,20533,700fd75a102c,converted,9516,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/descrizione Alessandro Merciari.docx,.docx,12406,88b582090f07,converted,284,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/diverso effetto della dichiarazione.docx,.docx,13089,287646506de8,converted,1452,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/effetti notifica.docx,.docx,13619,cad94cfaec23,converted,1873,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/esenzione CUP sisma 2016.docx,.docx,16892,527e1282aee8,converted,4091,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/è corretto l’uso di coefficienti moltiplicatori nelle tariffe CUP.docx,.docx,16413,c779813bbbcf,converted,5643,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/gli scavi per la maniutenziione delle reti pagano CUP.docx,.docx,18015,583070329f38,converted,6934,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/i passi carrabili a raso sono soggetti al pagamento.docx,.docx,18211,fbd62c4add69,converted,7944,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il CUP quale credito privilegiato nell’insinuazione al passivo ex art. 2752 C.C..docx,.docx,15861,54e5c3b479d3,converted,4941,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il canone ex articolo 27 del CdS dopo l_introduzione del CUP.docx,.docx,26917,980ce08f0479,converted,21181,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il concetto di luogo aperto al pubblico nel presupposto CUP.docx,.docx,17948,d059b4514809,converted,9399,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il criterio di misurazione nel canone unico.docx,.docx,19716,b0f6a1f0b2f6,converted,10527,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il giusto calcolo del CUP per le  antenne.docx,.docx,15520,209777348f00,converted,4986,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il giusto calcolo del Canone Unico per i mezzi pubblicitari. Conta la disponibilità dell’impianto e non il suo utilizzo.docx,.docx,15923,209e5fbc9b35,converted,5690,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il pagamento del canone per i cavalletti pubblicitari.docx,.docx,12252,542680d9f707,converted,84,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il pagamento una tantum per le intercapedini è estendibile ad altre fattispecie.docx,.docx,17955,142e0478ea63,converted,4559,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il presupposto pubblicitario CUP nel solco della giurisprudenza ICP.docx,.docx,18073,6f162ba969ed,converted,8096,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il presupposto pubblicitario del CUP di esclusiva competenza comunale. Sentenza n. 260 del 27 gennaio 2023 della Corte di Giustizia Tributaria di primo grado di Milano.docx,.docx,16396,808e66ed82ca,converted,6590,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/il presupposto pubblicitario.docx,.docx,13713,bc7185c213ff,converted,2592,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/in quali rari casi applicare l_esenzione per le insegne esposte presso i cantieri.docx,.docx,18080,5cfabf23913f,converted,6426,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/indice monografia.docx,.docx,18698,4a0516f5cf15,converted,3735,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/insegne d_esercizio e impianti pubblicitari. come autorizzare.docx,.docx,0,e3b0c44298fc,duplicate,0,Memorie passate + template/CONTENZIOSO_Maria_Rosa/TELEFONIA/AGCOM RELAZIONE ANNUALE 2024.pdf,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_applicazione del canone non ricognitorio del Codice della Strada dopo l_introduzione del CUP.docx,.docx,24948,c8e42dd8fd8e,converted,17312,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_attività di accertamento per le occupazioni disciplinate nel comma 831.docx,.docx,160276,64fd88899425,converted,7102,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_autonomia condizionata degli enti nel definire il proprio impianto tariffario. Vietato stabilire tariffe sproporzionate..docx,.docx,18767,f382d35340d8,converted,7496,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_importanza dei luoghi di diffusione dei messaggi pubblicitari.docx,.docx,17311,031525ec5cdd,converted,5140,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_occupazione di suolo pubblico per conto dell_università è soggetta al pagamento CUP.docx,.docx,17541,2a4ba5ea713c,converted,6987,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l_utenza telefonica collegata a mezzo FWA non deve essere conteggiata per il pagamento del CUP.docx,.docx,17657,2fcc703dcb35,converted,5761,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la Corte di Cassazione interviene sul termine di prescrizione del Canone per l_occupazione di suolo pubblico NT+.docx,.docx,16641,fbe451416ddf,converted,5205,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la componente pubblicitaria del CUP ha natura tributaria.docx,.docx,16372,f9ab39bd2320,converted,4981,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la corte dei conti interviene sulle esenzioni cup.docx,.docx,18228,525a645900ae,converted,9887,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la durata massima delle autorizzazioni di passo carrabile.docx,.docx,19412,ba556c8b4dc6,converted,9513,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la gestione delle pubbliche affissioni con il regime CUP.docx,.docx,17819,4ddb60193f3a,converted,8651,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la giusta tariffa per impianti pubblicitari su suolo pubblico.docx,.docx,16773,b1f138172b7b,converted,8104,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la modifica del comma 825 articolo 1 L.1602019 non è norma di interpretazione autentica.docx,.docx,14454,bff07b3229f8,converted,1327,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la posizione della società che gestisce l’infrastruttura telefonica nel nostro Paese sul tema della soggettività passiva in via mediata.docx,.docx,17545,efb9a5316912,converted,6365,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la procedura semplificata per i nuovi dehor e il rinnovo automatico per il 2025.docx,.docx,15805,3ca761117d28,converted,5108,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità in vetrina.docx,.docx,22622,7dfce6689fa0,converted,15215,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità per conto terzi realizzata all’interno degli impianti sportivi deve pagare il CUP.docx,.docx,17676,7f3f654c925b,converted,6656,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità realizzata lungo le strade statali rimane di esclusiva competenza del Comune rev.1.docx,.docx,17900,a833fac9ac8f,converted,6990,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità realizzata sui veicoli.docx,.docx,13600,0b924d215bae,converted,2425,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità si paga al comune.docx,.docx,15347,6587490db9a5,converted,3427,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la pubblicità sui camion vela.docx,.docx,14107,f5cd6a41ee15,converted,1531,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la revoca della concessione per debiti tributari.docx,.docx,14172,67203ba68586,converted,2722,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la rilevazione qualificata dell’agente accertatore in materia di CUP.docx,.docx,16486,7740dd8f06da,converted,5063,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la sanzione per omesso versamento nella disciplina del Canone Unico.docx,.docx,16258,e72500d81228,converted,5309,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la separazione delle attività per via contrattuale .docx,.docx,21528,1c2cab43595e,converted,11250,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la separazione delle attività per via contrattuale e la soggettività passiva in via mediata.docx,.docx,21084,279b45881879,converted,10786,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la servitù di pubblico passaggio nel Canone Unico Patrimoniale.docx,.docx,15697,e5b6e368bfbe,converted,5791,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/la tariffa del canone mercatale.docx,.docx,16715,98edb147e6a1,converted,4313,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le  antenne di telefonia mobile non sono un servizio pubblico.docx,.docx,23767,ed11c960507c,converted,12889,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le condutture del servizio idrico integrato pagano il Canone.docx,.docx,15719,0782da8af274,converted,3334,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le fermate del TPL esenti dal pagamento CUP - integrazione.docx,.docx,15746,8d9379ef1631,converted,4740,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le foto di Google sono una prova ai fini dell’accertamento CUP.docx,.docx,16828,04bcc3a12e30,converted,6574,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le infrastrutture di rete realizzate con finanziamenti pubblici non godono di esenzione CUP.docx,.docx,18050,0c05f1325b5a,converted,7112,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le insegne degli enti senza scopo di lucro sono esenti dal pagamento del CUP.docx,.docx,13458,608eb173877f,converted,1507,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le insegne delle farmacie.docx,.docx,25395,06d03a79bacb,converted,17827,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le modalità di rilievo degli impianti pubblicitari e la figura dell’Accertatore delle entrate.docx,.docx,19612,51ec43840f72,converted,10073,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/le occupazioni realizzate da enti pubblici non sono sempre esenti.docx,.docx,20902,514404d79d64,converted,13682,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/legittimo aumentare le tariffe CUP.docx,.docx,18259,22e54c6db7b2,converted,4328,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/legittimo il diniego alla concessione di suolo pubblico in caso di morosità del richiedente.docx,.docx,16149,85fa68166b35,converted,3633,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l’Antitrust avvia un’istruttoria sulla divisione TIM e FiberCop.docx,.docx,19623,4dc26f035170,converted,7485,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l’individuazione del soggetto passivo nel CUP.docx,.docx,16089,6e21bb1a125d,converted,6180,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/l’istruttoria per l’autorizzazione dei Passi Carrabili.docx,.docx,23423,4493aa8557d3,converted,12490,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/monografia La figura del Pubblico Ufficiale in ambito CUP.docx,.docx,72776,75248ca5c506,converted,111157,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/nuova sentenza sulla prescrizione decennale del canone per l_occupazione del suolo pubblico.docx,.docx,16582,d7eb55d76e35,converted,5187,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/nuova sentenza sulla soggettività passiva in via mediata.docx,.docx,18212,ac9152ecb5c4,converted,7358,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/nuova sentenza sulle antenne.docx,.docx,17459,a3c09a712573,converted,4921,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/nuovi importanti chiarimenti sul tema dell’invarianza di gettito del CUP.docx,.docx,16814,37327a892033,converted,7709,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/occupazioni  permanenti.docx,.docx,15056,84a82305b63d,converted,428,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/orientamento sempre più consolidato nei contenziosi sulla tassazione dei viadotti autostradali.docx,.docx,14176,fbd9c8b135d7,converted,1133,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/pagano il CUP i cartelli esposti all’interno dell’area camping .docx,.docx,17956,4dabdfb5e5f3,converted,7256,,
Memorie passate + template/CUP_ARTICOLI MERCIARI/ARTICOLI MERCIARI/perchè le società concessionarie per le autostrade impugnano il CUP davanti al TAR - parte 2.docx,.docx,22960,b4345b0c7176,converted,19347,,
